address,created,id_user,active,Property_type,Price,Bedrooms,Bathrooms,Car_spaces,new_or_established,Swimming_pool,Garage,Balcony,Outdoor_area,Undercover_parking,Shed,Fully_fenced,Outdoor_spa,Tennis_court,Ensuite,DishWasher,Study,Built_in_robes,Alarm_system,Broadband,Floorboards,Gym,Rumpus_room,Workshop,Air_conditioning,Solar_panels,Heating,High_energy_efficiency,Water_tank,Solar_hot_water,user_id,Updated,plan
"224 /
 464 Tonya Junction
Stephaniemouth, NSW, 2962",2019-06-09 16:22:09,9bcbcb35-b42c-411a-8ebb-6d46dba5f646,1,Block Of Units,100000,5,14,4,Established,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,0,1,0,1,2019-06-09 16:22:09,
"04 Walker Wynd
Chavezland, SA, 2444",2019-06-09 16:22:09,67165178-9be6-40b1-9a0d-22273364a9f8,1,House,365000,3,7,2,New,1,0,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0,1,0,2019-06-09 16:22:09,
"Apt. 899
 63 Foley Reserve
Phillipsville, WA, 2657",2019-06-09 16:22:09,e71b9bbd-1293-4197-9bbe-8c4b27819dbe,1,Block Of Units,415000,19,7,1,Established,1,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,2019-06-09 16:22:09,
"32 Wright Spur
St. Neilview, QLD, 2842",2019-06-09 16:22:09,7e0d4bba-ecfb-49f7-93f8-2f76cced3d2c,1,Block Of Units,190000,13,18,1,Established,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,2019-06-09 16:22:09,
"Suite 192
 32 Ayers Gate
St. Christinehaven, SA, 2914",2019-06-09 16:22:09,32d5e7eb-f64b-4a10-b5a8-d314e00c36dc,1,Townhouse,405000,14,13,3,New,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,2019-06-09 16:22:09,
"5 James Strand
Charlesstad, TAS, 2908",2019-06-09 16:22:09,a74b92b4-b97f-4128-9399-543378ff3aef,1,Apartment_Unit,90000,9,1,8,Established,1,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,2019-06-09 16:22:09,
"00 David Reach
Port Michaelborough, NT, 2924",2019-06-09 16:22:09,202e466f-6d47-46b7-8ea8-c1420dceebb4,1,Apartment_Unit,460000,13,15,3,Established,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,0,2019-06-09 16:22:09,
"08 Laura Access
East Cindy, WA, 2066",2019-06-09 16:22:09,487b0074-42a1-4b48-bcd3-d247bcd1553f,1,Apartment_Unit,480000,4,14,4,Established,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,2019-06-09 16:22:09,
"Flat 27
 9 Hernandez Pocket
South Matthewtown, NSW, 2950",2019-06-09 16:22:09,292c02db-bc8b-4583-9cc5-a01762ec5d60,1,Retirement Living,635000,17,17,8,Established,0,0,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,1,1,1,0,1,1,2019-06-09 16:22:09,
"3 Jennifer Brow
East Sarahburgh, NSW, 2693",2019-06-09 16:22:09,952ade82-ab84-4b5a-8d78-a920050eac9b,1,House,890000,11,9,8,Established,1,0,1,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0,2019-06-09 16:22:09,
"Level 1
 86 Cook Freeway
Ashleyview, NT, 2663",2019-06-09 16:22:09,c47b0a77-e786-4639-8dee-db790c757d08,1,Retirement Living,60000,6,5,2,New,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,0,2019-06-09 16:22:09,
"72 Steven Nook
Perezville, SA, 2992",2019-06-09 16:22:09,fa063e07-d2f9-4195-8c86-0e9885bad3f5,1,Apartment_Unit,565000,15,5,3,Established,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,2019-06-09 16:22:09,
"8 Russell Range
Lake Christopher, SA, 2674",2019-06-09 16:22:09,06d74051-2c5d-4b59-a1ba-a98f4c545512,1,Villa,725000,5,6,9,New,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,1,0,0,1,1,0,2019-06-09 16:22:09,
"88 Daniel Towers
St. Shawnbury, VIC, 2666",2019-06-09 16:22:09,62de1f92-7cb7-4420-8ba0-89086d4f73d1,1,Land,445000,1,8,4,New,0,0,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,2019-06-09 16:22:09,
"Flat 28
 728 Obrien Freeway
Lefurt, NT, 3375",2019-06-09 16:22:09,6fda87ae-f72e-4675-b567-317d2a74950d,1,Rural,685000,14,6,4,New,0,0,1,1,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,2019-06-09 16:22:09,
"591 Tyler Centreway
Whiteville, QLD, 2998",2019-06-09 16:22:09,1e924b69-ebad-4992-af13-db683cde0799,1,Land,740000,11,19,8,Established,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0,1,0,0,0,2019-06-09 16:22:09,
"80 /
 6 Linda Edge
Port Adambury, ACT, 2994",2019-06-09 16:22:09,22cc042b-5699-4ffe-9a34-fedbd722c76f,1,Apartment_Unit,905000,10,14,2,New,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,2019-06-09 16:22:09,
"Suite 516
 8 Jason Quadrangle
Brandistad, TAS, 2661",2019-06-09 16:22:09,16ff0a5e-5ead-48bf-8b81-50d74053c51f,1,House,865000,18,12,2,New,0,0,1,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,2019-06-09 16:22:09,
"Unit 79
 4 Laurie Run
Joshualand, SA, 2619",2019-06-09 16:22:09,b497b3eb-2604-4dcc-a7af-5283640ede7d,1,Townhouse,540000,5,8,6,New,0,0,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,2019-06-09 16:22:09,
"0 /
 99 Carla Ridgeway
Anthonystad, NT, 5151",2019-06-09 16:22:09,ce3c7ae7-251d-4799-a835-cc54fc6f91ae,1,Apartment_Unit,455000,2,1,2,Established,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,0,0,2019-06-09 16:22:09,
"532 Elizabeth Freeway
North Sarahport, NSW, 7749",2019-06-09 16:22:09,9dc14a92-822a-4d36-ade9-50f4081e6470,1,Block Of Units,155000,12,19,3,Established,1,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,2019-06-09 16:22:09,
"300 Douglas Ridgeway
Millerside, VIC, 2615",2019-06-09 16:22:09,3fcbc376-174b-4b94-a5c0-12aba4033b56,1,Acreage,535000,5,10,9,New,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,0,0,1,2019-06-09 16:22:09,
"79 Cynthia Plaza
St. Wendy, NT, 2429",2019-06-09 16:22:09,9c238233-2df5-486b-bdce-95c3fd4935b0,1,Townhouse,80000,18,7,7,New,1,0,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0,0,1,1,1,1,0,1,2019-06-09 16:22:09,
"6 Jennifer Alley
Williamport, VIC, 0295",2019-06-09 16:22:09,2231499f-e396-45d4-9520-5ed73c51976c,1,Villa,115000,1,8,7,New,1,1,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,2019-06-09 16:22:09,
"48 Williams Ronde
East Johnview, TAS, 2910",2019-06-09 16:22:09,707ae419-1862-4b1e-a1f1-e6de7d67b072,1,House,405000,1,15,8,Established,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,2019-06-09 16:22:09,
"Level 7
 8 Simon Interchange
New Matthew, QLD, 2978",2019-06-09 16:22:09,66f1dc3a-cab5-48b9-8d47-ce79495935c0,1,Block Of Units,75000,10,11,4,Established,1,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1,1,1,2019-06-09 16:22:09,
"2 Whitney Roads
Keyshire, SA, 2971",2019-06-09 16:22:09,3f4d21f5-389b-4788-879f-b5e00397f1e4,1,Land,270000,5,5,8,New,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,2019-06-09 16:22:09,
"53 Travis Tollway
Williamberg, NSW, 0295",2019-06-09 16:22:09,3a4e0cea-552a-4ba4-a6bd-8eac30e75528,1,Land,720000,2,10,6,New,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,1,1,0,1,0,1,0,0,0,2019-06-09 16:22:09,
"Level 8
 504 Barton Tollway
Port Jenniferborough, NT, 9000",2019-06-09 16:22:09,68274b7f-6c87-4970-a825-755f9754bdbb,1,Villa,465000,9,18,7,Established,1,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,2019-06-09 16:22:09,
"Suite 844
 990 Smith Underpass
Robinsonborough, NT, 2728",2019-06-09 16:22:09,cd5239ec-013a-4e0c-a5a5-d32b11cc441f,1,Villa,85000,18,4,8,Established,1,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,0,2019-06-09 16:22:09,
"6 Jessica Distributor
St. Allen, NT, 2674",2019-06-09 16:22:09,3bc296b9-c6b3-4ad7-93e6-af423d386a72,1,Acreage,545000,18,18,2,New,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,2019-06-09 16:22:09,
"Unit 35
 7 Amber Entrance
West Michaelberg, NT, 2619",2019-06-09 16:22:09,06ab59c0-7314-402b-81ff-7b2dd8c409db,1,Rural,500000,9,16,2,New,1,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1,0,0,0,1,1,0,2019-06-09 16:22:09,
"628 /
 0 Atkinson Boulevard
Hernandezstad, VIC, 2958",2019-06-09 16:22:09,77698ecc-771d-447a-a8c0-5da16c018d06,1,Apartment_Unit,915000,8,15,5,New,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,2019-06-09 16:22:09,
"90 /
 160 Kimberly Cove
Mercadotown, ACT, 2986",2019-06-09 16:22:09,a17bc378-349a-4f1c-a430-bc191a6da7b5,1,Townhouse,530000,19,4,2,Established,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,1,1,2019-06-09 16:22:09,
"4 Andrea Highway
Isaactown, TAS, 2681",2019-06-09 16:22:09,37acb2a5-599b-475a-8e9c-d037f2068695,1,Land,55000,10,13,6,New,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,2019-06-09 16:22:09,
"452 Stephen Estate
Mccartyfort, QLD, 2661",2019-06-09 16:22:09,d24b99e2-27fe-40fb-ba67-be5e810e4c8c,1,Rural,145000,11,12,9,Established,1,0,0,0,1,1,1,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,0,0,1,0,2019-06-09 16:22:09,
"238 Valerie Rue
Rickystad, QLD, 2793",2019-06-09 16:22:09,76ffff4b-65e8-44e5-95b0-2a782cfc641c,1,Townhouse,675000,19,9,7,Established,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,2019-06-09 16:22:09,
"520 Carl Roads
East Audrey, TAS, 2981",2019-06-09 16:22:09,b1f943ad-9a90-4bb5-ba05-e12e0229f332,1,Villa,215000,16,7,5,Established,1,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2019-06-09 16:22:09,
"9 Jones Right Of Way
South Rossfort, VIC, 2933",2019-06-09 16:22:09,7ecbe634-2630-4d0d-a72e-f13bef62e876,1,Retirement Living,100000,17,7,4,Established,0,0,0,1,1,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,0,0,1,1,0,2019-06-09 16:22:09,
"Apt. 810
 695 Rangel Esplanade
New Daniel, WA, 6746",2019-06-09 16:22:09,a48f0a1b-8c4a-4e80-870e-83aa5de81b8c,1,Townhouse,330000,7,16,2,New,1,0,1,0,0,1,0,0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,1,2019-06-09 16:22:09,
"25 Ortega Frontage
North Denise, SA, 6907",2019-06-09 16:22:09,8513483a-12f5-4ce0-9580-a383de22b7c2,1,Townhouse,190000,7,17,1,Established,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,1,1,0,2019-06-09 16:22:09,
"9 Stone Rotary
St. Ericside, WA, 2675",2019-06-09 16:22:09,1768fc61-e2b5-46c6-95ee-2b1c93629096,1,Townhouse,785000,8,2,3,New,0,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,2019-06-09 16:22:09,
"6 Justin Service Way
Lake Hailey, TAS, 2910",2019-06-09 16:22:09,fdd2a453-0304-47af-8c51-d099b399b8db,1,Retirement Living,445000,7,19,3,New,1,1,1,1,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,0,2019-06-09 16:22:09,
"Flat 17
 343 Villarreal Tarn
Sarahbury, ACT, 2685",2019-06-09 16:22:09,ed5d436f-b2e1-4bdc-b34c-db57dd28d98d,1,Land,170000,8,7,3,New,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,1,0,0,2019-06-09 16:22:09,
"7 /
 033 Melissa Bypass
Anthonyville, TAS, 1453",2019-06-09 16:22:09,6987ac0e-d17f-4ca5-af37-88c19e235a34,1,Townhouse,635000,6,9,7,Established,1,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1,1,0,2019-06-09 16:22:09,
"1 Ronald Line
West Josestad, VIC, 2693",2019-06-09 16:22:09,4205e80f-58da-4c73-b117-04c1c1445ba4,1,Villa,765000,2,3,3,New,0,1,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,0,0,1,0,1,1,1,2019-06-09 16:22:09,
"43 James Access
Davidville, TAS, 7733",2019-06-09 16:22:09,13aef20b-ec36-47ba-b60c-1213c3de4e18,1,Retirement Living,215000,12,19,2,New,0,0,1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1,1,2019-06-09 16:22:09,
"8 Herrera Block
Turnermouth, NSW, 1589",2019-06-09 16:22:09,89710064-e5a9-40fc-a3ea-b151a6b5ca3d,1,Rural,600000,16,16,5,New,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,2019-06-09 16:22:09,
"74 /
 87 Wilson Gate
Martinstad, ACT, 2345",2019-06-09 16:22:09,1dd7a287-23e1-4213-be49-6d66b8bcddd0,1,Block Of Units,565000,8,6,3,New,1,1,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,1,2019-06-09 16:22:09,
"229 Figueroa Link
Kimberlyhaven, ACT, 1666",2019-06-09 16:22:09,992813c6-5a59-4c82-9ed9-6a8a883ec161,1,Townhouse,910000,10,7,9,New,0,1,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,2019-06-09 16:22:09,
"2 David Retreat
Rodriguezchester, NSW, 1583",2019-06-09 16:22:09,f3f8f202-77f6-4285-8acf-f81203e70a87,1,Apartment_Unit,610000,1,7,9,New,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0,2019-06-09 16:22:09,
"Apt. 434
 671 David Parade
Henryfurt, VIC, 2349",2019-06-09 16:22:09,35ed9d30-bab2-4986-ad2c-34cef77e615e,1,Retirement Living,815000,1,9,7,New,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,1,2019-06-09 16:22:09,
"Level 0
 871 Parks Ridge
East Jasonland, VIC, 2925",2019-06-09 16:22:09,b9a35052-9f6d-4671-94b3-b6967cb95713,1,Retirement Living,430000,2,4,9,New,1,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,2019-06-09 16:22:09,
"Flat 87
 775 Mary Plaza
South Caitlinberg, NSW, 2691",2019-06-09 16:22:09,830d71f3-33bf-412a-9f29-16df95c32a07,1,Acreage,745000,6,8,8,Established,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,2019-06-09 16:22:09,
"51 /
 32 David Stairs
Lewisfurt, TAS, 2658",2019-06-09 16:22:09,87606965-a9ab-4d9d-b50c-52e7b59c7e28,1,Acreage,475000,18,7,4,New,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,0,2019-06-09 16:22:09,
"1 Jones Row
Richardsonton, ACT, 9913",2019-06-09 16:22:09,7e6338d9-9606-4feb-b1ef-906ad37bdd9b,1,Rural,355000,5,13,6,New,1,0,1,0,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2019-06-09 16:22:09,
"243 /
 748 Hicks Rue
New Crystalberg, NT, 2466",2019-06-09 16:22:09,d9993937-a3e7-4389-aaf2-4ccb35bbc393,1,Land,185000,16,5,4,Established,0,1,0,1,0,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,1,1,1,1,0,2019-06-09 16:22:09,
"Apt. 827
 6 Michelle Square
Davidfurt, ACT, 1979",2019-06-09 16:22:09,25325e0e-0bf9-4c6b-b1e9-1572b2364e41,1,Apartment_Unit,360000,19,3,9,Established,0,1,0,0,1,1,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,1,2019-06-09 16:22:09,
"Level 0
 021 Smith Access
Jonesshire, SA, 2930",2019-06-09 16:22:09,2bbf150d-cdbb-4517-acf3-a55db234e005,1,Villa,320000,3,16,8,New,0,0,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1,0,2019-06-09 16:22:09,
"354 /
 240 Foster Garden
Wrightbury, VIC, 2620",2019-06-09 16:22:09,07264dcb-db1b-4d90-9acd-d91716641fb9,1,Retirement Living,490000,13,7,8,New,1,0,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,2019-06-09 16:22:09,
"2 /
 44 Mitchell Corner
Harveyport, NSW, 2619",2019-06-09 16:22:09,45dc0887-de7c-4286-b8dc-5cc772e089e2,1,Acreage,395000,17,10,5,New,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,1,0,1,1,0,1,0,2019-06-09 16:22:09,
"853 Martinez Alleyway
New Aaronport, NT, 2976",2019-06-09 16:22:09,f7e3a373-42ea-4fe8-869f-4e29b94057da,1,Acreage,160000,7,12,6,Established,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,2019-06-09 16:22:09,
"Suite 454
 722 Jonathan Part
Baileyview, ACT, 2424",2019-06-09 16:22:09,b71887d6-335e-48fe-abd1-5d2a801dd636,1,Apartment_Unit,165000,17,17,1,Established,0,1,0,1,1,0,0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,1,2019-06-09 16:22:09,
"Unit 28
 859 Ford Siding
Moodymouth, ACT, 2913",2019-06-09 16:22:09,d98fab8e-a83e-4b23-822e-66e7ff54702b,1,Apartment_Unit,155000,14,10,1,New,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,1,0,2019-06-09 16:22:09,
"657 Tonya Roadside
Stephenston, TAS, 2694",2019-06-09 16:22:09,f88dda98-a87e-4e50-aef3-adbcdcd52c38,1,Retirement Living,765000,6,11,7,Established,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,0,1,1,1,0,1,2019-06-09 16:22:09,
"3 /
 4 Austin Fire Track
Boydfurt, SA, 7606",2019-06-09 16:22:09,618fb895-0b07-4d9c-8b3a-1bf912ed9624,1,Land,430000,9,8,4,Established,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,2019-06-09 16:22:09,
"316 Davis Key
South Elizabeth, ACT, 2603",2019-06-09 16:22:09,15545024-8f38-4232-8f92-a6efa36feee6,1,Villa,355000,19,13,2,New,0,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,2019-06-09 16:22:09,
"8 /
 375 Cowan Triangle
North Sydneyside, ACT, 2686",2019-06-09 16:22:09,ce1852c9-dba2-4d7c-b479-5779d62641d0,1,Apartment_Unit,245000,13,13,4,New,0,1,1,1,1,0,1,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,2019-06-09 16:22:09,
"610 Maria Green
West Alicia, QLD, 2037",2019-06-09 16:22:09,57c61b63-1c3c-47eb-b769-893958993b73,1,Retirement Living,75000,3,1,2,New,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,2019-06-09 16:22:09,
"Apt. 767
 152 Thomas Parade
Stephenberg, SA, 2935",2019-06-09 16:22:09,1a6cd4a9-2410-4029-927b-25c395b40d15,1,House,865000,14,6,4,New,0,0,1,1,0,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1,0,1,0,1,0,2019-06-09 16:22:09,
"20 Rebecca Ronde
Marissafort, WA, 7345",2019-06-09 16:22:09,861a4012-4ab9-4c61-8e4b-01a4c363eb9a,1,Retirement Living,530000,15,4,6,Established,1,0,1,0,1,1,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,1,1,2019-06-09 16:22:09,
"2 Amy Road
West Patricia, VIC, 2694",2019-06-09 16:22:09,afd2b701-1263-44b1-b52f-095f07f69418,1,Block Of Units,650000,3,18,7,New,0,1,0,0,0,1,1,1,0,1,1,1,1,1,1,0,0,1,0,1,0,1,1,1,0,0,2019-06-09 16:22:09,
"Level 5
 3 Patton Port
Bassville, WA, 2923",2019-06-09 16:22:09,b7dcd5de-3f62-40f7-b617-0114f6b255b3,1,Rural,975000,18,15,1,Established,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,1,1,2019-06-09 16:22:09,
"4 James Causeway
West Robertburgh, VIC, 2917",2019-06-09 16:22:09,ee984d85-689a-41f6-8a02-d0864cf3bfe3,1,Villa,565000,16,6,4,Established,1,0,1,0,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,2019-06-09 16:22:09,
"53 Hill Tollway
Jessicaberg, SA, 7077",2019-06-09 16:22:09,91203dc3-a522-4e75-aa60-ba3a0d14dd9e,1,Acreage,215000,2,7,7,New,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,1,0,0,2019-06-09 16:22:09,
"Level 0
 7 Jennifer Rise
Port Jonathan, NSW, 2600",2019-06-09 16:22:09,2ef6e628-cdf3-4933-8889-392fb97827c0,1,Townhouse,645000,16,15,6,Established,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1,2019-06-09 16:22:09,
"8 Gallegos Alley
Carolynport, WA, 1326",2019-06-09 16:22:09,01401d8b-ea65-43d8-aab1-183ac490a34b,1,Villa,765000,17,5,1,Established,1,0,1,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,2019-06-09 16:22:09,
"1 Amber Distributor
Rileyview, SA, 1526",2019-06-09 16:22:09,50d8937d-6142-4399-9c7a-8831c276cb9b,1,Block Of Units,55000,5,17,3,Established,1,0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,2019-06-09 16:22:09,
"8 Curtis Range
New Amanda, TAS, 2958",2019-06-09 16:22:09,2112bf0e-e932-49d9-86a6-03049da9e9be,1,Acreage,540000,14,8,4,New,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,2019-06-09 16:22:09,
"011 Wendy Park
Anthonyfurt, SA, 2659",2019-06-09 16:22:09,422258a7-4267-45bd-a7d2-e99ce58f56e7,1,Rural,915000,7,13,8,Established,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,2019-06-09 16:22:09,
"2 Wright Lookout
Richardtown, VIC, 2323",2019-06-09 16:22:09,cdecd560-f811-4848-b6f1-e7b4d88b8840,1,Retirement Living,730000,5,6,5,New,1,1,0,0,1,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,2019-06-09 16:22:09,
"Apt. 862
 62 Kelly Pass
Morrisshire, NT, 2959",2019-06-09 16:22:09,e340c595-d239-4cc5-a728-0ae8e2176402,1,Villa,650000,7,5,7,New,1,0,0,1,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,1,1,1,0,0,0,1,2019-06-09 16:22:09,
"0 Brandy Artery
South Dustin, NSW, 2414",2019-06-09 16:22:09,ae46be18-3728-47bd-9bfa-783d86189923,1,Retirement Living,60000,6,19,6,New,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,0,2019-06-09 16:22:09,
"11 Dylan Gully
Davidport, QLD, 2950",2019-06-09 16:22:09,e30e1118-b1ab-470b-b201-9acd1b512bec,1,Retirement Living,440000,8,17,9,New,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,2019-06-09 16:22:09,
"41 Cassandra Service Way
Bakerburgh, TAS, 2685",2019-06-09 16:22:09,4d9ea912-ac3a-475e-b03e-23794363722f,1,Land,410000,16,14,2,Established,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,2019-06-09 16:22:09,
"84 Ashley Boulevard
South Diamondburgh, TAS, 2941",2019-06-09 16:22:09,fefee614-89d4-4f83-90e0-5dcfaac7e79c,1,Block Of Units,460000,7,9,9,New,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,2019-06-09 16:22:09,
"86 Rogers Trailer
East Brettbury, QLD, 2943",2019-06-09 16:22:09,4a203f5e-7009-4aa4-af1d-3c2a13d5920f,1,Acreage,865000,18,1,1,New,0,1,0,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,2019-06-09 16:22:09,
"9 Banks Tor
St. Matthew, ACT, 3865",2019-06-09 16:22:09,86b39b87-df1e-4b98-99af-34e4a1810dc4,1,Acreage,165000,16,7,2,New,0,1,0,0,1,1,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,2019-06-09 16:22:09,
"Flat 70
 8 Angela Crossway
Jeremyshire, NT, 3922",2019-06-09 16:22:09,2e21fbdf-c122-4a47-b183-49c93c59ad9d,1,House,340000,13,13,1,New,1,1,0,0,1,0,1,0,1,1,1,1,1,0,0,1,0,1,0,0,0,1,1,1,0,1,2019-06-09 16:22:09,
